mapping_id,source_table,source_column,source_value,source_value_description,destination_table,destination_column,concept_id,concept_description,map_on_presence,override_source_data,mapping_type,mapping_criteria_value,mapping_notes,mapping_logic
,tbl_SRCode,ctv3code,,,CONDITION_OCCURRENCE,condition_source_value,,,false,,information,,,Read CTV3
,tbl_SRCode,ctv3code,,,CONDITION_OCCURRENCE,condition_source_concept_id,,,false,,information,,,Use separate resource to convert ctv3code to a SNOMED equivalent code. Map to standard equivalent if non-standard
,SUS_BRI_APC_010415_to_300619_P1,Diagnosis_Primary_ICD,,,CONDITION_OCCURRENCE,condition_status_concept_id,,,false,,information,,,32902 - Primary diagnosis
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_Primary_ICD,,,CONDITION_OCCURRENCE,condition_status_concept_id,,,false,,information,,,32902 - Primary diagnosis
,SUS_BRI_APC_010415_to_300619_P1,Diagnosis_Primary_ICD,,,CONDITION_OCCURRENCE,condition_status_concept_id,32902, Primary diagnosis,false,,CONDITION_OCCURRENCE_condition_status_concept_id,,,32902 - Primary diagnosis
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Diagnosis_Primary_ICD,,,CONDITION_OCCURRENCE,condition_status_concept_id,32902, Primary diagnosis,false,,CONDITION_OCCURRENCE_condition_status_concept_id,,,32902 - Primary diagnosis
,tbl_SRCode,dateevent,,,PROCEDURE_OCCURRENCE,procedure_date,,,false,,information,,,Select date from datevent
,SUS_BRI_APC_010415_to_300619_P1,Primary_Procedure_Date_OPCS,,,PROCEDURE_OCCURRENCE,procedure_date,,,false,,information,,,YYYYMM
,SUS_BRI_APC_010415_to_300619_P1,Hospital_Provider_Spell_Number,,,PROCEDURE_OCCURRENCE,visit_detail_id,,,false,,information,,,"Use associated numeric ID for Hospital_Provider_Spell_Number then CONCAT(numeric_Hosp_Provider_spell_Number,Episode_Number)"
,SUS_BRI_OP_010415_to_300619,Appointment_Date,,,PROCEDURE_OCCURRENCE,procedure_datetime,,,false,,information,,,"CONCAT(Appointment_Date,Appointment_Time)"
,SUS_BRI_APC_010415_to_300619_P1,Hospital_Provider_Spell_Number,,,PROCEDURE_OCCURRENCE,visit_occurrence_id,,,false,,information,,,Use associated numeric ID for Hospital_Provider_Spell_Number
,tbl_SRCode,ctv3code,,,PROCEDURE_OCCURRENCE,procedure_concept_id,,,false,,information,,,Use source mapping provided to map to a standard SNOMED code. Only map if Domain=PROCEDURE
,tbl_SRCode,ctv3code,,,PROCEDURE_OCCURRENCE,procedure_source_value,,,false,,information,,,CTV3 Code
,,,,,PROCEDURE_OCCURRENCE,procedure_occurrence_id,,,false,,information,,,Auto incrementing id
,tbl_SRCode,ctv3code,,,PROCEDURE_OCCURRENCE,procedure_source_concept_id,,,false,,information,,,Use separate resource to convert ctv3code to a SNOMED equivalent code. Map to standard equivalent if non-standard
,tbl_SRPatient,person_id,,,DEATH,person_id,,,false,,information,,,
,tbl_SRPatient,DateDeath,,,DEATH,death_date,,,false,,information,,,
,,,,,DEATH,death_datetime,,,false,,information,,,
,,,,,DEATH,cause_concept_id,,,false,,information,,,
,,,,,DEATH,cause_source_value,,,false,,information,,,
,,,,,DEATH,cause_source_concept_id,,,false,,information,,,
,tbl_SRPatient,person_id,,,PERSON,person_id,,,false,,information,,,
,,,,,PERSON,provider_id,,,false,,information,,,
,tbl_SRPatient,DateBirth,,,PERSON,birth_datetime,,,false,,information,,,
,SUS_BRI_AE_010415_to_300619,Date_of_Birth,,,PERSON,birth_datetime,,,false,,information,,,
,SUS_BRI_OP_010415_to_300619,Date_of_Birth,,,PERSON,birth_datetime,,,false,,information,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Date_of_Birth_mm_yy,,,PERSON,birth_datetime,,,false,,information,,,
,SUS_BRI_APC_010415_to_300619_P1,Date_of_Birth,,,PERSON,birth_datetime,,,false,,information,,,
,tbl_SRPatient,Ethnicity,Arab - ethnic category 2001 census,Arab - ethnic category 2001 census,PERSON,race_concept_id,38003616,Arab,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Other Asian (NMO),Other Asian (NMO),PERSON,race_concept_id,8515,Asian,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Asian - ethnic group,Asian - ethnic group,PERSON,race_concept_id,8515,Asian,false,,PERSON_race_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Ethnic_Group,L,Asian or Asian British - Any other Asian background,PERSON,race_concept_id,8515,Asian,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Other Asian ethnic group,Other Asian ethnic group,PERSON,race_concept_id,8515,Asian,false,,PERSON_race_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Ethnic_Category,L,Asian or Asian British - Any other Asian background,PERSON,race_concept_id,8515,Asian,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Other Asian or Asian unspecified ethnic category 2,Other Asian or Asian unspecified ethnic category 2,PERSON,race_concept_id,8515,Asian,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Asian/Asian Brit: other Asian- Eng+Wales eth cat 2,Asian/Asian Brit: other Asian- Eng+Wales eth cat 2,PERSON,race_concept_id,8515,Asian,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Mauritian/Seychellois/Maldivian/St Helena eth cat,Mauritian/Seychellois/Maldivian/St Helena eth cat ,PERSON,race_concept_id,8515,Asian,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Other Asian background - ethnic category 2001 cens,Other Asian background - ethnic category 2001 cens,PERSON,race_concept_id,8515,Asian,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Mixed Asian - ethnic category 2001 census,Mixed Asian - ethnic category 2001 census,PERSON,race_concept_id,8515,Asian,false,,PERSON_race_concept_id,,,
,SUS_BRI_APC_010415_to_300619_P1,Ethnic_Group,L,Asian or Asian British - Any other Asian background,PERSON,race_concept_id,8515,Asian,false,,PERSON_race_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Ethnic_Category,L,Asian or Asian British - Any other Asian background,PERSON,race_concept_id,8515,Asian,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,British Asian - ethnic category 2001 census,British Asian - ethnic category 2001 census,PERSON,race_concept_id,8515,Asian,false,,PERSON_race_concept_id,,,
,SUS_BRI_APC_010415_to_300619_P1,Ethnic_Group,P,Black or Black British - Any other Black background,PERSON,race_concept_id,38003598,Black,false,,PERSON_race_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Ethnic_Group,P,Black or Black British - Any other Black background,PERSON,race_concept_id,38003598,Black,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Black - other mixed,Black - other mixed,PERSON,race_concept_id,38003598,Black,false,,PERSON_race_concept_id,,,
,SUS_BRI_APC_010415_to_300619_P1,Ethnic_Group,M,Black or Black British - Caribbean,PERSON,race_concept_id,38003598,Black,false,,PERSON_race_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Ethnic_Group,M,Black or Black British - Caribbean,PERSON,race_concept_id,38003598,Black,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Other Black background - ethnic category 2001 cens,Other Black background - ethnic category 2001 cens,PERSON,race_concept_id,38003598,Black,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Other Black or Black unspecified ethnic category 2,Other Black or Black unspecified ethnic category 2,PERSON,race_concept_id,38003598,Black,false,,PERSON_race_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Ethnic_Category,M,Black or Black British - Caribbean,PERSON,race_concept_id,38003598,Black,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Other black ethnic group,Other black ethnic group,PERSON,race_concept_id,38003598,Black,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Black British,Black British,PERSON,race_concept_id,38003598,Black,false,,PERSON_race_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Ethnic_Category,M,Black or Black British - Caribbean,PERSON,race_concept_id,38003598,Black,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Black other non-mixed origin,Black other non-mixed origin,PERSON,race_concept_id,38003598,Black,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Black - ethnic group,Black - ethnic group,PERSON,race_concept_id,38003598,Black,false,,PERSON_race_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Ethnic_Category,P,Black or Black British - Any other Black background,PERSON,race_concept_id,38003598,Black,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Black British - ethnic category 2001 census,Black British - ethnic category 2001 census,PERSON,race_concept_id,38003598,Black,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Nigerian - ethnic category 2001 census,Nigerian - ethnic category 2001 census,PERSON,race_concept_id,38003598,Black,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Black African,Black African,PERSON,race_concept_id,38003598,Black,false,,PERSON_race_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Ethnic_Category,P,Black or Black British - Any other Black background,PERSON,race_concept_id,38003598,Black,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Somali - ethnic category 2001 census,Somali - ethnic category 2001 census,PERSON,race_concept_id,38003598,Black,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,White: other White backgrd- Eng+Wales ethnic cat 2,White: other White backgrd- Eng+Wales ethnic cat 2,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,SUS_BRI_APC_010415_to_300619_P1,Ethnic_Group,B,White - Irish,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Ethnic_Group,C,White - Any other White background,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,White British - ethnic category 2001 census,White British - ethnic category 2001 census,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Ethnic_Category,A,White - British,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Commonwealth (Russian) Indep States - ethn categ 2,Commonwealth (Russian) Indep States - ethn categ 2,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Traveller - ethnic category 2001 census,Traveller - ethnic category 2001 census,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Other mixed White - ethnic category 2001 census,Other mixed White - ethnic category 2001 census,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Ethnic_Category,B,White - Irish,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Other white British ethnic group,Other white British ethnic group,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,SUS_BRI_APC_010415_to_300619_P1,Ethnic_Group,A,White - British,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Kurdish - ethnic category 2001 census,Kurdish - ethnic category 2001 census,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Ethnic_Group,B,White - Irish,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Ethnic_Category,C,White - Any other White background,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Ethnic_Group,A,White - British,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,N African Arab/Iranian (NMO),N African Arab/Iranian (NMO),PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Other republics former Yugoslavia - ethnic categ 2,Other republics former Yugoslavia - ethnic categ 2,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,SUS_BRI_APC_010415_to_300619_P1,Ethnic_Group,C,White - Any other White background,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,(XaJQv) British or mixed British - ethnic category,(XaJQv) British or mixed British - ethnic category,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Other White background - ethnic category 2001 cens,Other White background - ethnic category 2001 cens,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,White - ethnic group,White - ethnic group,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,(XaQEa) White British - ethnic category 2001 censu,(XaQEa) White British - ethnic category 2001 censu,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Ethnic_Category,C,White - Any other White background,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Ethnic_Category,A,White - British,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Other white ethnic group,Other white ethnic group,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Ethnic_Category,B,White - Irish,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Other White or White unspecified ethnic category 2,Other White or White unspecified ethnic category 2,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,White:Eng/Welsh/Scot/NI/Brit - England and Wales 2,White:Eng/Welsh/Scot/NI/Brit - England and Wales 2,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,White British,White British,PERSON,race_concept_id,8527,White,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,African - ethnic category 2001 census,African - ethnic category 2001 census,PERSON,race_concept_id,38003600,African,false,,PERSON_race_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Ethnic_Category,N,Black or Black British - African,PERSON,race_concept_id,38003600,African,false,,PERSON_race_concept_id,,,
,SUS_BRI_APC_010415_to_300619_P1,Ethnic_Group,N,Black or Black British - African,PERSON,race_concept_id,38003600,African,false,,PERSON_race_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Ethnic_Category,N,Black or Black British - African,PERSON,race_concept_id,38003600,African,false,,PERSON_race_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Ethnic_Group,N,Black or Black British - African,PERSON,race_concept_id,38003600,African,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Asian and Chinese - ethnic category 2001 census,Asian and Chinese - ethnic category 2001 census,PERSON,race_concept_id,38003579,Chinese,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Chinese - ethnic category 2001 census,Chinese - ethnic category 2001 census,PERSON,race_concept_id,38003579,Chinese,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Chinese,Chinese,PERSON,race_concept_id,38003579,Chinese,false,,PERSON_race_concept_id,,,
,SUS_BRI_OP_010415_to_300619,Ethnic_Category,R,Other Ethnic Groups - Chinese,PERSON,race_concept_id,38003579,Chinese,false,,PERSON_race_concept_id,,,
,SUS_BRI_APC_010415_to_300619_P1,Ethnic_Group,R,Other Ethnic Groups - Chinese,PERSON,race_concept_id,38003579,Chinese,false,,PERSON_race_concept_id,,,
,src_BDCT_CDS130InpatientFCEdata010419_310320Final_V2,Ethnic_Group,R,Other Ethnic Groups - Chinese,PERSON,race_concept_id,38003579,Chinese,false,,PERSON_race_concept_id,,,
,SUS_BRI_AE_010415_to_300619,Ethnic_Category,R,Other Ethnic Groups - Chinese,PERSON,race_concept_id,38003579,Chinese,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,White Scottish,White Scottish,PERSON,race_concept_id,38003614,European,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Croatian - ethnic category 2001 census,Croatian - ethnic category 2001 census,PERSON,race_concept_id,38003614,European,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Other ethnic group: Arab - Eng+Wales ethnic cat 20,Other ethnic group: Arab - Eng+Wales ethnic cat 20,PERSON,race_concept_id,38003614,European,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Gypsy/Romany - ethnic category 2001 census,Gypsy/Romany - ethnic category 2001 census,PERSON,race_concept_id,38003614,European,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Scottish - ethnic category 2001 census,Scottish - ethnic category 2001 census,PERSON,race_concept_id,38003614,European,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,English - ethnic category 2001 census,English - ethnic category 2001 census,PERSON,race_concept_id,38003614,European,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Mixed Irish and other White - ethnic category 2001,Mixed Irish and other White - ethnic category 2001,PERSON,race_concept_id,38003614,European,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,O/E - Europeanoid,O/E - Europeanoid,PERSON,race_concept_id,38003614,European,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,White Irish,White Irish,PERSON,race_concept_id,38003614,European,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Other European (NMO),Other European (NMO),PERSON,race_concept_id,38003614,European,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Albanian - ethnic category 2001 census,Albanian - ethnic category 2001 census,PERSON,race_concept_id,38003614,European,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Czech,Czech,PERSON,race_concept_id,38003614,European,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Polish - ethnic category 2001 census,Polish - ethnic category 2001 census,PERSON,race_concept_id,38003614,European,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Welsh - ethnic category 2001 census,Welsh - ethnic category 2001 census,PERSON,race_concept_id,38003614,European,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Oth White European/European unsp/Mixed European 20,Oth White European/European unsp/Mixed European 20,PERSON,race_concept_id,38003614,European,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Kosovan - ethnic category 2001 census,Kosovan - ethnic category 2001 census,PERSON,race_concept_id,38003614,European,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Greek - ethnic category 2001 census,Greek - ethnic category 2001 census,PERSON,race_concept_id,38003614,European,false,,PERSON_race_concept_id,,,
,tbl_SRPatient,Ethnicity,Romanian,Romanian,PERSON,race_concept_id,38003614,European,false,,PERSON_race_concept_id,,,
